model,event_date,decision_rule,strategy,threshold,n_contracts,n_positions,stake_sum,selected_market_slug,selected_contract_event_type,selected_q_market,selected_q_model,selected_normalised_edge,selected_market_price_raw,selected_target,gross_pnl,net_pnl,winning_contract_selected,winning_contract_weight,mean_selected_normalised_edge,market_price_staleness_hours,gross_pnl_original,robustness_cost,staleness_rule,staleness_quantile,max_staleness_hours,unrestricted_staleness,active_book,passes_staleness_filter,robust_active_book,robust_net_pnl
ecmwf_bias_adaptive_sigma,2026-05-22,6h_prior,single_best_edge,0.02,11,1,1.0,highest-temperature-in-hong-kong-on-may-22-2026-29c,interior_bin,0.0845350571854798,0.2011979898558231,0.1166629326703432,0.085,0.0,-0.085,-0.085,0.0,,,0.995,-0.085,0.01,empirical_q75,0.75,0.9986111111111112,False,True,True,True,-0.095
ecmwf_bias_adaptive_sigma,2026-05-22,event_day_open,single_best_edge,0.02,11,1,1.0,highest-temperature-in-hong-kong-on-may-22-2026-30c,interior_bin,0.1767797419971333,0.3668896521776024,0.1901099101804691,0.185,0.0,-0.185,-0.185,0.0,,,0.9977777777777778,-0.185,0.01,empirical_q75,0.75,0.9986111111111112,False,True,True,True,-0.195
ecmwf_bias_adaptive_sigma,2026-05-23,12h_prior,single_best_edge,0.02,11,1,1.0,highest-temperature-in-hong-kong-on-may-23-2026-30c,interior_bin,0.1161710037174721,0.337623119795865,0.2214521160783929,0.125,1.0,0.875,0.875,1.0,,,0.9972222222222222,0.875,0.01,empirical_q75,0.75,0.9986111111111112,False,True,True,True,0.865
ecmwf_bias_adaptive_sigma,2026-05-23,24h_prior,single_best_edge,0.02,11,1,1.0,highest-temperature-in-hong-kong-on-may-23-2026-31c,interior_bin,0.2591792656587472,0.3504378760272544,0.0912586103685071,0.3,0.0,-0.3,-0.3,0.0,,,0.9977777777777778,-0.3,0.01,empirical_q75,0.75,0.9986111111111112,False,True,True,True,-0.31
ecmwf_bias_adaptive_sigma,2026-05-23,6h_prior,single_best_edge,0.02,11,1,1.0,highest-temperature-in-hong-kong-on-may-23-2026-30c,interior_bin,0.0904761904761904,0.3411935468061318,0.2507173563299413,0.095,1.0,0.905,0.905,1.0,,,0.9975,0.905,0.01,empirical_q75,0.75,0.9986111111111112,False,True,True,True,0.895
ecmwf_bias_adaptive_sigma,2026-05-23,event_day_open,single_best_edge,0.02,11,1,1.0,highest-temperature-in-hong-kong-on-may-23-2026-29c,interior_bin,0.064625850340136,0.290298206758124,0.2256723564179879,0.0665,0.0,-0.0665,-0.0665,0.0,,,0.9966666666666668,-0.0665,0.01,empirical_q75,0.75,0.9986111111111112,False,True,True,True,-0.0765
ecmwf_bias_adaptive_sigma,2026-05-24,12h_prior,single_best_edge,0.02,11,1,1.0,highest-temperature-in-hong-kong-on-may-24-2026-30c,interior_bin,0.1419481155163974,0.2388269871459375,0.0968788716295401,0.145,0.0,-0.145,-0.145,0.0,,,0.9977777777777778,-0.145,0.01,empirical_q75,0.75,0.9986111111111112,False,True,True,True,-0.155
ecmwf_bias_adaptive_sigma,2026-05-24,24h_prior,single_best_edge,0.02,11,1,1.0,highest-temperature-in-hong-kong-on-may-24-2026-30c,interior_bin,0.1742497579864472,0.2547792308772098,0.0805294728907625,0.18,0.0,-0.18,-0.18,0.0,,,0.9977777777777778,-0.18,0.01,empirical_q75,0.75,0.9986111111111112,False,True,True,True,-0.19
ecmwf_bias_adaptive_sigma,2026-05-24,6h_prior,single_best_edge,0.02,11,1,1.0,highest-temperature-in-hong-kong-on-may-24-2026-32corhigher,upper_tail,0.296692607003891,0.3762431905460761,0.079550583542185,0.305,0.0,-0.305,-0.305,0.0,,,0.9986111111111112,-0.305,0.01,empirical_q75,0.75,0.9986111111111112,False,True,True,True,-0.315
ecmwf_bias_adaptive_sigma,2026-05-24,event_day_open,single_best_edge,0.02,11,1,1.0,highest-temperature-in-hong-kong-on-may-24-2026-29c,interior_bin,0.019782393669634,0.0564729479918039,0.0366905543221698,0.02,0.0,-0.02,-0.02,0.0,,,0.9988888888888888,-0.02,0.01,empirical_q75,0.75,0.9986111111111112,False,True,False,False,0.0
ecmwf_bias_adaptive_sigma,2026-05-25,12h_prior,single_best_edge,0.02,11,1,1.0,highest-temperature-in-hong-kong-on-may-25-2026-30c,interior_bin,0.1585014409221902,0.2194589677187516,0.0609575267965613,0.165,0.0,-0.165,-0.165,0.0,,,0.9975,-0.165,0.01,empirical_q75,0.75,0.9986111111111112,False,True,True,True,-0.17500000000000002
ecmwf_bias_adaptive_sigma,2026-05-25,24h_prior,single_best_edge,0.02,11,1,1.0,highest-temperature-in-hong-kong-on-may-25-2026-30c,interior_bin,0.1852731591448931,0.2385487366645489,0.0532755775196557,0.195,0.0,-0.195,-0.195,0.0,,,0.9980555555555556,-0.195,0.01,empirical_q75,0.75,0.9986111111111112,False,True,True,True,-0.20500000000000002
ecmwf_bias_adaptive_sigma,2026-05-25,6h_prior,single_best_edge,0.02,11,1,1.0,highest-temperature-in-hong-kong-on-may-25-2026-30c,interior_bin,0.0911708253358925,0.2267811265620016,0.1356103012261091,0.095,0.0,-0.095,-0.095,0.0,,,0.9977777777777778,-0.095,0.01,empirical_q75,0.75,0.9986111111111112,False,True,True,True,-0.105
ecmwf_bias_adaptive_sigma,2026-05-25,event_day_open,single_best_edge,0.02,11,1,1.0,highest-temperature-in-hong-kong-on-may-25-2026-30c,interior_bin,0.0568181818181818,0.1836104118717797,0.1267922300535979,0.06,0.0,-0.06,-0.06,0.0,,,0.9977777777777778,-0.06,0.01,empirical_q75,0.75,0.9986111111111112,False,True,True,True,-0.06999999999999999
ecmwf_bias_adaptive_sigma,2026-05-26,12h_prior,single_best_edge,0.02,11,1,1.0,highest-temperature-in-hong-kong-on-may-26-2026-31c,interior_bin,0.177970177970178,0.303697521965554,0.125727343995376,0.185,0.0,-0.185,-0.185,0.0,,,0.9975,-0.185,0.01,empirical_q75,0.75,0.9986111111111112,False,True,True,True,-0.195
ecmwf_bias_adaptive_sigma,2026-05-26,24h_prior,single_best_edge,0.02,11,1,1.0,highest-temperature-in-hong-kong-on-may-26-2026-30c,interior_bin,0.0858778625954198,0.1751322348445169,0.089254372249097,0.09,0.0,-0.09,-0.09,0.0,,,0.9980555555555556,-0.09,0.01,empirical_q75,0.75,0.9986111111111112,False,True,True,True,-0.09999999999999999
ecmwf_bias_adaptive_sigma,2026-05-26,6h_prior,single_best_edge,0.02,11,1,1.0,highest-temperature-in-hong-kong-on-may-26-2026-31c,interior_bin,0.1454898157129001,0.3490177323451841,0.203527916632284,0.15,0.0,-0.15,-0.15,0.0,,,0.9977777777777778,-0.15,0.01,empirical_q75,0.75,0.9986111111111112,False,True,True,True,-0.16
ecmwf_bias_adaptive_sigma,2026-05-26,event_day_open,single_best_edge,0.02,11,1,1.0,highest-temperature-in-hong-kong-on-may-26-2026-31c,interior_bin,0.1574803149606299,0.3453317920741321,0.1878514771135022,0.16,0.0,-0.16,-0.16,0.0,,,0.9975,-0.16,0.01,empirical_q75,0.75,0.9986111111111112,False,True,True,True,-0.17
ecmwf_bias_adaptive_sigma,2026-05-27,12h_prior,single_best_edge,0.02,11,1,1.0,highest-temperature-in-hong-kong-on-may-27-2026-34corhigher,upper_tail,0.0820067534973468,0.1575418840108438,0.0755351305134969,0.085,0.0,-0.085,-0.085,0.0,,,0.9991666666666666,-0.085,0.01,empirical_q75,0.75,0.9986111111111112,False,True,False,False,0.0
ecmwf_bias_adaptive_sigma,2026-05-27,24h_prior,single_best_edge,0.02,11,1,1.0,highest-temperature-in-hong-kong-on-may-27-2026-31c,interior_bin,0.1976470588235294,0.2254134941744122,0.0277664353508828,0.21,0.0,-0.21,-0.21,0.0,,,0.9977777777777778,-0.21,0.01,empirical_q75,0.75,0.9986111111111112,False,True,True,True,-0.22
ecmwf_bias_adaptive_sigma,2026-05-27,6h_prior,single_best_edge,0.02,11,1,1.0,highest-temperature-in-hong-kong-on-may-27-2026-31c,interior_bin,0.1348651348651348,0.266678523781493,0.1318133889163581,0.135,0.0,-0.135,-0.135,0.0,,,0.9980555555555556,-0.135,0.01,empirical_q75,0.75,0.9986111111111112,False,True,True,True,-0.14500000000000002
ecmwf_bias_adaptive_sigma,2026-05-27,event_day_open,single_best_edge,0.02,11,1,1.0,highest-temperature-in-hong-kong-on-may-27-2026-31c,interior_bin,0.1423825344091125,0.248255361714267,0.1058728273051544,0.15,0.0,-0.15,-0.15,0.0,,,0.9975,-0.15,0.01,empirical_q75,0.75,0.9986111111111112,False,True,True,True,-0.16
ecmwf_bias_adaptive_sigma,2026-05-28,12h_prior,single_best_edge,0.02,11,1,1.0,highest-temperature-in-hong-kong-on-may-28-2026-33corhigher,upper_tail,0.470475276044167,0.6410872518146563,0.1706119757704893,0.49,1.0,0.51,0.51,1.0,,,0.9980555555555556,0.51,0.01,empirical_q75,0.75,0.9986111111111112,False,True,True,True,0.5
ecmwf_bias_adaptive_sigma,2026-05-28,24h_prior,single_best_edge,0.02,11,1,1.0,highest-temperature-in-hong-kong-on-may-28-2026-33corhigher,upper_tail,0.3682170542635659,0.489547530011954,0.1213304757483881,0.38,1.0,0.62,0.62,1.0,,,0.9975,0.62,0.01,empirical_q75,0.75,0.9986111111111112,False,True,True,True,0.61
ecmwf_bias_adaptive_sigma,2026-05-28,6h_prior,single_best_edge,0.02,11,1,1.0,highest-temperature-in-hong-kong-on-may-28-2026-32c,interior_bin,0.1437778879524045,0.3286947923957399,0.1849169044433354,0.145,0.0,-0.145,-0.145,0.0,,,0.9944444444444444,-0.145,0.01,empirical_q75,0.75,0.9986111111111112,False,True,True,True,-0.155
ecmwf_bias_adaptive_sigma,2026-05-28,event_day_open,single_best_edge,0.02,11,1,1.0,highest-temperature-in-hong-kong-on-may-28-2026-32c,interior_bin,0.1480019733596447,0.2483782009201539,0.1003762275605091,0.15,0.0,-0.15,-0.15,0.0,,,0.9983333333333332,-0.15,0.01,empirical_q75,0.75,0.9986111111111112,False,True,True,True,-0.16
ecmwf_bias_adaptive_sigma,2026-05-29,12h_prior,single_best_edge,0.02,11,1,1.0,highest-temperature-in-hong-kong-on-may-29-2026-34corhigher,upper_tail,0.7317073170731708,0.9861528075171004,0.2544454904439297,0.75,1.0,0.25,0.25,1.0,,,0.9975,0.25,0.01,empirical_q75,0.75,0.9986111111111112,False,True,True,True,0.24
ecmwf_bias_adaptive_sigma,2026-05-29,24h_prior,single_best_edge,0.02,11,1,1.0,highest-temperature-in-hong-kong-on-may-29-2026-34corhigher,upper_tail,0.6673067690830532,0.9025750716644536,0.2352683025814003,0.695,1.0,0.305,0.305,1.0,,,0.9983333333333332,0.305,0.01,empirical_q75,0.75,0.9986111111111112,False,True,True,True,0.295
ecmwf_bias_adaptive_sigma,2026-05-29,6h_prior,single_best_edge,0.02,11,1,1.0,highest-temperature-in-hong-kong-on-may-29-2026-34corhigher,upper_tail,0.7819329771733852,0.8818779833351812,0.099945006161796,0.805,1.0,0.1949999999999999,0.1949999999999999,1.0,,,0.9972222222222222,0.1949999999999999,0.01,empirical_q75,0.75,0.9986111111111112,False,True,True,True,0.1849999999999999
ecmwf_bias_adaptive_sigma,2026-05-29,event_day_open,single_best_edge,0.02,11,1,1.0,highest-temperature-in-hong-kong-on-may-29-2026-33c,interior_bin,0.1174168297455968,0.1987153514189453,0.0812985216733484,0.12,0.0,-0.12,-0.12,0.0,,,0.9958333333333332,-0.12,0.01,empirical_q75,0.75,0.9986111111111112,False,True,True,True,-0.13
ecmwf_bias_adaptive_sigma,2026-05-30,12h_prior,single_best_edge,0.02,11,1,1.0,highest-temperature-in-hong-kong-on-may-30-2026-29c,interior_bin,0.0653718616769303,0.1440992172951353,0.078727355618205,0.069,0.0,-0.069,-0.069,0.0,,,0.9991666666666666,-0.069,0.01,empirical_q75,0.75,0.9986111111111112,False,True,False,False,0.0
ecmwf_bias_adaptive_sigma,2026-05-30,24h_prior,single_best_edge,0.02,11,1,1.0,highest-temperature-in-hong-kong-on-may-30-2026-29c,interior_bin,0.0361388492629576,0.0693835739553757,0.033244724692418,0.038,0.0,-0.038,-0.038,0.0,,,0.9991666666666666,-0.038,0.01,empirical_q75,0.75,0.9986111111111112,False,True,False,False,0.0
ecmwf_bias_adaptive_sigma,2026-05-30,6h_prior,single_best_edge,0.02,11,1,1.0,highest-temperature-in-hong-kong-on-may-30-2026-29c,interior_bin,0.0239693192713327,0.0985007363137012,0.0745314170423685,0.025,0.0,-0.025,-0.025,0.0,,,0.9988888888888888,-0.025,0.01,empirical_q75,0.75,0.9986111111111112,False,True,False,False,0.0
ecmwf_bias_adaptive_sigma,2026-05-30,event_day_open,single_best_edge,0.02,11,1,1.0,highest-temperature-in-hong-kong-on-may-30-2026-32c,interior_bin,0.2455146364494806,0.3436881689716852,0.0981735325222045,0.26,1.0,0.74,0.74,1.0,,,0.9983333333333332,0.74,0.01,empirical_q75,0.75,0.9986111111111112,False,True,True,True,0.73
ecmwf_bias_adaptive_sigma,2026-05-31,12h_prior,single_best_edge,0.02,11,1,1.0,highest-temperature-in-hong-kong-on-may-31-2026-29c,interior_bin,0.0631988332523092,0.2753955339350077,0.2121967006826985,0.065,0.0,-0.065,-0.065,0.0,,,0.9977777777777778,-0.065,0.01,empirical_q75,0.75,0.9986111111111112,False,True,True,True,-0.075
ecmwf_bias_adaptive_sigma,2026-05-31,24h_prior,single_best_edge,0.02,11,1,1.0,highest-temperature-in-hong-kong-on-may-31-2026-32corhigher,upper_tail,0.3128103277060576,0.4988766660041091,0.1860663382980514,0.315,0.0,-0.315,-0.315,0.0,,,0.9977777777777778,-0.315,0.01,empirical_q75,0.75,0.9986111111111112,False,True,True,True,-0.325
ecmwf_bias_adaptive_sigma,2026-05-31,6h_prior,single_best_edge,0.02,11,1,1.0,highest-temperature-in-hong-kong-on-may-31-2026-29c,interior_bin,0.0292112950340798,0.3389102037470395,0.3096989087129597,0.03,0.0,-0.03,-0.03,0.0,,,0.9986111111111112,-0.03,0.01,empirical_q75,0.75,0.9986111111111112,False,True,True,True,-0.04
ecmwf_bias_adaptive_sigma,2026-05-31,event_day_open,single_best_edge,0.02,11,1,1.0,highest-temperature-in-hong-kong-on-may-31-2026-30c,interior_bin,0.1491101491101491,0.3760665620394159,0.2269564129292667,0.155,1.0,0.845,0.845,1.0,,,0.9977777777777778,0.845,0.01,empirical_q75,0.75,0.9986111111111112,False,True,True,True,0.835
ecmwf_bias_fixed_sigma,2026-05-22,12h_prior,single_best_edge,0.02,11,1,1.0,highest-temperature-in-hong-kong-on-may-22-2026-28c,interior_bin,0.0663507109004739,0.0895525975271487,0.0232018866266747,0.07,0.0,-0.07,-0.07,0.0,,,0.9966666666666668,-0.07,0.01,empirical_q75,0.75,0.9986111111111112,False,True,True,True,-0.08
ecmwf_bias_fixed_sigma,2026-05-22,24h_prior,single_best_edge,0.02,11,1,1.0,highest-temperature-in-hong-kong-on-may-22-2026-31corhigher,upper_tail,0.3840682788051209,0.4714581549969281,0.0873898761918071,0.405,1.0,0.595,0.595,1.0,,,0.9975,0.595,0.01,empirical_q75,0.75,0.9986111111111112,False,True,True,True,0.585
ecmwf_bias_fixed_sigma,2026-05-22,6h_prior,single_best_edge,0.02,11,1,1.0,highest-temperature-in-hong-kong-on-may-22-2026-29c,interior_bin,0.0845350571854798,0.1918320415588554,0.1072969843733755,0.085,0.0,-0.085,-0.085,0.0,,,0.995,-0.085,0.01,empirical_q75,0.75,0.9986111111111112,False,True,True,True,-0.095
ecmwf_bias_fixed_sigma,2026-05-22,event_day_open,single_best_edge,0.02,11,1,1.0,highest-temperature-in-hong-kong-on-may-22-2026-29c,interior_bin,0.0907787864309603,0.1799532579908951,0.0891744715599348,0.095,0.0,-0.095,-0.095,0.0,,,0.9977777777777778,-0.095,0.01,empirical_q75,0.75,0.9986111111111112,False,True,True,True,-0.105
ecmwf_bias_fixed_sigma,2026-05-23,12h_prior,single_best_edge,0.02,11,1,1.0,highest-temperature-in-hong-kong-on-may-23-2026-30c,interior_bin,0.1161710037174721,0.2546477013934845,0.1384766976760124,0.125,1.0,0.875,0.875,1.0,,,0.9972222222222222,0.875,0.01,empirical_q75,0.75,0.9986111111111112,False,True,True,True,0.865
ecmwf_bias_fixed_sigma,2026-05-23,24h_prior,single_best_edge,0.02,11,1,1.0,highest-temperature-in-hong-kong-on-may-23-2026-30c,interior_bin,0.1727861771058315,0.2184570500922026,0.045670872986371,0.2,1.0,0.8,0.8,1.0,,,0.9977777777777778,0.8,0.01,empirical_q75,0.75,0.9986111111111112,False,True,True,True,0.79
ecmwf_bias_fixed_sigma,2026-05-23,6h_prior,single_best_edge,0.02,11,1,1.0,highest-temperature-in-hong-kong-on-may-23-2026-30c,interior_bin,0.0904761904761904,0.2582408969736686,0.1677647064974781,0.095,1.0,0.905,0.905,1.0,,,0.9975,0.905,0.01,empirical_q75,0.75,0.9986111111111112,False,True,True,True,0.895
ecmwf_bias_fixed_sigma,2026-05-23,event_day_open,single_best_edge,0.02,11,1,1.0,highest-temperature-in-hong-kong-on-may-23-2026-29c,interior_bin,0.064625850340136,0.2308769414727927,0.1662510911326566,0.0665,0.0,-0.0665,-0.0665,0.0,,,0.9966666666666668,-0.0665,0.01,empirical_q75,0.75,0.9986111111111112,False,True,True,True,-0.0765
ecmwf_bias_fixed_sigma,2026-05-24,12h_prior,single_best_edge,0.02,11,1,1.0,highest-temperature-in-hong-kong-on-may-24-2026-30c,interior_bin,0.1419481155163974,0.2118047347004011,0.0698566191840037,0.145,0.0,-0.145,-0.145,0.0,,,0.9977777777777778,-0.145,0.01,empirical_q75,0.75,0.9986111111111112,False,True,True,True,-0.155
ecmwf_bias_fixed_sigma,2026-05-24,24h_prior,single_best_edge,0.02,11,1,1.0,highest-temperature-in-hong-kong-on-may-24-2026-29c,interior_bin,0.0677637947725072,0.1233389044775856,0.0555751097050783,0.07,0.0,-0.07,-0.07,0.0,,,0.9983333333333332,-0.07,0.01,empirical_q75,0.75,0.9986111111111112,False,True,True,True,-0.08
ecmwf_bias_fixed_sigma,2026-05-24,6h_prior,single_best_edge,0.02,11,1,1.0,highest-temperature-in-hong-kong-on-may-24-2026-32corhigher,upper_tail,0.296692607003891,0.407751288296896,0.1110586812930049,0.305,0.0,-0.305,-0.305,0.0,,,0.9986111111111112,-0.305,0.01,empirical_q75,0.75,0.9986111111111112,False,True,True,True,-0.315
ecmwf_bias_fixed_sigma,2026-05-24,event_day_open,single_best_edge,0.02,11,1,1.0,highest-temperature-in-hong-kong-on-may-24-2026-29c,interior_bin,0.019782393669634,0.1044993598465899,0.0847169661769559,0.02,0.0,-0.02,-0.02,0.0,,,0.9988888888888888,-0.02,0.01,empirical_q75,0.75,0.9986111111111112,False,True,False,False,0.0
ecmwf_bias_fixed_sigma,2026-05-25,12h_prior,single_best_edge,0.02,11,1,1.0,highest-temperature-in-hong-kong-on-may-25-2026-33corhigher,upper_tail,0.0912584053794428,0.1753239448522298,0.084065539472787,0.095,0.0,-0.095,-0.095,0.0,,,0.9980555555555556,-0.095,0.01,empirical_q75,0.75,0.9986111111111112,False,True,True,True,-0.105
ecmwf_bias_fixed_sigma,2026-05-25,24h_prior,single_best_edge,0.02,11,1,1.0,highest-temperature-in-hong-kong-on-may-25-2026-33corhigher,upper_tail,0.1092636579572446,0.1552830049498823,0.0460193469926376,0.115,0.0,-0.115,-0.115,0.0,,,0.9986111111111112,-0.115,0.01,empirical_q75,0.75,0.9986111111111112,False,True,True,True,-0.125
ecmwf_bias_fixed_sigma,2026-05-25,6h_prior,single_best_edge,0.02,11,1,1.0,highest-temperature-in-hong-kong-on-may-25-2026-30c,interior_bin,0.0911708253358925,0.2050691142841394,0.1138982889482469,0.095,0.0,-0.095,-0.095,0.0,,,0.9977777777777778,-0.095,0.01,empirical_q75,0.75,0.9986111111111112,False,True,True,True,-0.105
ecmwf_bias_fixed_sigma,2026-05-25,event_day_open,single_best_edge,0.02,11,1,1.0,highest-temperature-in-hong-kong-on-may-25-2026-30c,interior_bin,0.0568181818181818,0.1850177176629673,0.1281995358447854,0.06,0.0,-0.06,-0.06,0.0,,,0.9977777777777778,-0.06,0.01,empirical_q75,0.75,0.9986111111111112,False,True,True,True,-0.06999999999999999
ecmwf_bias_fixed_sigma,2026-05-26,12h_prior,single_best_edge,0.02,11,1,1.0,highest-temperature-in-hong-kong-on-may-26-2026-30c,interior_bin,0.0432900432900432,0.1520496697197061,0.1087596264296628,0.045,0.0,-0.045,-0.045,0.0,,,0.9980555555555556,-0.045,0.01,empirical_q75,0.75,0.9986111111111112,False,True,True,True,-0.055
ecmwf_bias_fixed_sigma,2026-05-26,24h_prior,single_best_edge,0.02,11,1,1.0,highest-temperature-in-hong-kong-on-may-26-2026-30c,interior_bin,0.0858778625954198,0.1758629854680824,0.0899851228726625,0.09,0.0,-0.09,-0.09,0.0,,,0.9980555555555556,-0.09,0.01,empirical_q75,0.75,0.9986111111111112,False,True,True,True,-0.09999999999999999
ecmwf_bias_fixed_sigma,2026-05-26,6h_prior,single_best_edge,0.02,11,1,1.0,highest-temperature-in-hong-kong-on-may-26-2026-30c,interior_bin,0.0271580989330746,0.1963611414108615,0.1692030424777868,0.028,0.0,-0.028,-0.028,0.0,,,0.9986111111111112,-0.028,0.01,empirical_q75,0.75,0.9986111111111112,False,True,True,True,-0.038
ecmwf_bias_fixed_sigma,2026-05-26,event_day_open,single_best_edge,0.02,11,1,1.0,highest-temperature-in-hong-kong-on-may-26-2026-30c,interior_bin,0.0339566929133858,0.1646740443546996,0.1307173514413138,0.0345,0.0,-0.0345,-0.0345,0.0,,,0.9980555555555556,-0.0345,0.01,empirical_q75,0.75,0.9986111111111112,False,True,True,True,-0.044500000000000005
ecmwf_bias_fixed_sigma,2026-05-27,12h_prior,single_best_edge,0.02,11,1,1.0,highest-temperature-in-hong-kong-on-may-27-2026-34corhigher,upper_tail,0.0820067534973468,0.2295055515341859,0.147498798036839,0.085,0.0,-0.085,-0.085,0.0,,,0.9991666666666666,-0.085,0.01,empirical_q75,0.75,0.9986111111111112,False,True,False,False,0.0
ecmwf_bias_fixed_sigma,2026-05-27,24h_prior,single_best_edge,0.02,11,1,1.0,highest-temperature-in-hong-kong-on-may-27-2026-34corhigher,upper_tail,0.0941176470588235,0.1686982693181062,0.0745806222592826,0.1,0.0,-0.1,-0.1,0.0,,,0.9986111111111112,-0.1,0.01,empirical_q75,0.75,0.9986111111111112,False,True,True,True,-0.11
ecmwf_bias_fixed_sigma,2026-05-27,6h_prior,single_best_edge,0.02,11,1,1.0,highest-temperature-in-hong-kong-on-may-27-2026-30c,interior_bin,0.0309690309690309,0.1253734268805454,0.0944043959115144,0.031,0.0,-0.031,-0.031,0.0,,,0.9980555555555556,-0.031,0.01,empirical_q75,0.75,0.9986111111111112,False,True,True,True,-0.041
ecmwf_bias_fixed_sigma,2026-05-27,event_day_open,single_best_edge,0.02,11,1,1.0,highest-temperature-in-hong-kong-on-may-27-2026-30c,interior_bin,0.0180351210251542,0.1136159090258421,0.0955807880006879,0.019,0.0,-0.019,-0.019,0.0,,,0.9975,-0.019,0.01,empirical_q75,0.75,0.9986111111111112,False,True,True,True,-0.028999999999999998
ecmwf_bias_fixed_sigma,2026-05-28,12h_prior,single_best_edge,0.02,11,1,1.0,highest-temperature-in-hong-kong-on-may-28-2026-33corhigher,upper_tail,0.470475276044167,0.6042362085338483,0.1337609324896813,0.49,1.0,0.51,0.51,1.0,,,0.9980555555555556,0.51,0.01,empirical_q75,0.75,0.9986111111111112,False,True,True,True,0.5
ecmwf_bias_fixed_sigma,2026-05-28,24h_prior,single_best_edge,0.02,11,1,1.0,highest-temperature-in-hong-kong-on-may-28-2026-33corhigher,upper_tail,0.3682170542635659,0.4920216862830978,0.1238046320195319,0.38,1.0,0.62,0.62,1.0,,,0.9975,0.62,0.01,empirical_q75,0.75,0.9986111111111112,False,True,True,True,0.61
ecmwf_bias_fixed_sigma,2026-05-28,6h_prior,single_best_edge,0.02,11,1,1.0,highest-temperature-in-hong-kong-on-may-28-2026-31c,interior_bin,0.0396628656420426,0.1655341641866274,0.1258712985445847,0.04,0.0,-0.04,-0.04,0.0,,,0.9952777777777778,-0.04,0.01,empirical_q75,0.75,0.9986111111111112,False,True,True,True,-0.05
ecmwf_bias_fixed_sigma,2026-05-28,event_day_open,single_best_edge,0.02,11,1,1.0,highest-temperature-in-hong-kong-on-may-28-2026-31c,interior_bin,0.0123334977799704,0.1135698354885287,0.1012363377085583,0.0125,0.0,-0.0125,-0.0125,0.0,,,0.9991666666666666,-0.0125,0.01,empirical_q75,0.75,0.9986111111111112,False,True,False,False,0.0
ecmwf_bias_fixed_sigma,2026-05-29,12h_prior,single_best_edge,0.02,11,1,1.0,highest-temperature-in-hong-kong-on-may-29-2026-34corhigher,upper_tail,0.7317073170731708,0.9448171663488116,0.2131098492756409,0.75,1.0,0.25,0.25,1.0,,,0.9975,0.25,0.01,empirical_q75,0.75,0.9986111111111112,False,True,True,True,0.24
ecmwf_bias_fixed_sigma,2026-05-29,24h_prior,single_best_edge,0.02,11,1,1.0,highest-temperature-in-hong-kong-on-may-29-2026-34corhigher,upper_tail,0.6673067690830532,0.8368073548408401,0.1695005857577869,0.695,1.0,0.305,0.305,1.0,,,0.9983333333333332,0.305,0.01,empirical_q75,0.75,0.9986111111111112,False,True,True,True,0.295
ecmwf_bias_fixed_sigma,2026-05-29,6h_prior,single_best_edge,0.02,11,0,0.0,highest-temperature-in-hong-kong-on-may-29-2026-34corhigher,upper_tail,0.7819329771733852,0.8004626284840479,0.0185296513106627,0.805,1.0,0.0,0.0,0.0,,,0.9972222222222222,0.0,0.01,empirical_q75,0.75,0.9986111111111112,False,False,True,False,0.0
ecmwf_bias_fixed_sigma,2026-05-29,event_day_open,single_best_edge,0.02,11,1,1.0,highest-temperature-in-hong-kong-on-may-29-2026-33c,interior_bin,0.1174168297455968,0.1926391218493837,0.0752222921037868,0.12,0.0,-0.12,-0.12,0.0,,,0.9958333333333332,-0.12,0.01,empirical_q75,0.75,0.9986111111111112,False,True,True,True,-0.13
ecmwf_bias_fixed_sigma,2026-05-30,12h_prior,single_best_edge,0.02,11,1,1.0,highest-temperature-in-hong-kong-on-may-30-2026-29c,interior_bin,0.0653718616769303,0.1604030553714288,0.0950311936944984,0.069,0.0,-0.069,-0.069,0.0,,,0.9991666666666666,-0.069,0.01,empirical_q75,0.75,0.9986111111111112,False,True,False,False,0.0
ecmwf_bias_fixed_sigma,2026-05-30,24h_prior,single_best_edge,0.02,11,1,1.0,highest-temperature-in-hong-kong-on-may-30-2026-29c,interior_bin,0.0361388492629576,0.1024289330567111,0.0662900837937534,0.038,0.0,-0.038,-0.038,0.0,,,0.9991666666666666,-0.038,0.01,empirical_q75,0.75,0.9986111111111112,False,True,False,False,0.0
ecmwf_bias_fixed_sigma,2026-05-30,6h_prior,single_best_edge,0.02,11,1,1.0,highest-temperature-in-hong-kong-on-may-30-2026-29c,interior_bin,0.0239693192713327,0.131681189795456,0.1077118705241233,0.025,0.0,-0.025,-0.025,0.0,,,0.9988888888888888,-0.025,0.01,empirical_q75,0.75,0.9986111111111112,False,True,False,False,0.0
ecmwf_bias_fixed_sigma,2026-05-30,event_day_open,single_best_edge,0.02,11,1,1.0,highest-temperature-in-hong-kong-on-may-30-2026-33corhigher,upper_tail,0.0661000944287063,0.2504360227372433,0.184335928308537,0.07,0.0,-0.07,-0.07,0.0,,,0.9977777777777778,-0.07,0.01,empirical_q75,0.75,0.9986111111111112,False,True,True,True,-0.08
